file_name,positive_score,negative_score,polarity,subjectivity,avg_sentence_length,percentage_of_complex_words,fog_index,Average syllables per word,percent_complex_words,total_num_pronouns
146.0.txt,20,23,-0.017927059712773998,0.41658856135046596,10.055555555555555,0.0,4.022222222222222,0.0,0,0
147.0.txt,34,11,0.056712076583210584,0.41044834031947425,11.710843373493976,0.30864197530864196,4.8077941395210475,0.01440329218106996,3,0
148.0.txt,27,38,0.018617496807151985,0.33611405835543784,9.767123287671232,0.0,3.9068493150684933,0.0,0,0
149.0.txt,31,3,0.2046839826839827,0.618917748917749,13.903225806451612,0.0,5.561290322580645,0.0,0,0
150.0.txt,30,37,0.07875901875901879,0.4520129870129871,9.323076923076924,0.0,3.7292307692307696,0.0,0,0
37.0.txt,60,27,0.08684906596671302,0.4502778827148575,14.576923076923077,0.08795074758135445,5.865949529801773,0.0043975373790677225,1,0
38.0.txt,47,28,0.035968674182959896,0.43647852147852156,10.52112676056338,0.4016064257028112,4.3690932745064766,0.01606425702811245,3,1
39.0.txt,58,32,0.06081473214285715,0.5193253968253967,11.68235294117647,0.0,4.672941176470588,0.0,0,0
40.0.txt,48,18,0.05469869363674674,0.45280235988200596,10.325301204819278,0.11668611435239205,4.176794927668668,0.005834305717619603,1,0
41.0.txt,54,20,-0.011371707388656532,0.522098621717266,11.865853658536585,0.10277492291880781,4.7874514325821576,0.0051387461459403904,1,0
42.0.txt,34,16,0.04630255255255255,0.4246326683826684,11.966101694915254,0.141643059490085,4.843097901762135,0.0056657223796034,1,1
43.0.txt,20,9,0.09340179747788445,0.40986024844720503,9.326086956521738,0.0,3.7304347826086954,0.0,0,0
45.0.txt,30,9,0.11575187969924816,0.5561152882205512,11.527777777777779,0.0,4.611111111111112,0.0,0,0
46.0.txt,57,32,0.13228243021346467,0.5240476190476192,13.209302325581396,0.08802816901408451,5.318932197838192,0.002640845070422535,1,0
47.0.txt,44,46,0.06105263157894736,0.4827347214189318,10.443478260869565,0.0,4.177391304347826,0.0,0,0
48.0.txt,32,18,0.07001035868893012,0.4282564935064935,12.672727272727272,0.0,5.069090909090909,0.0,0,0
49.0.txt,25,24,0.018449605774769583,0.36259600614439325,10.067567567567568,0.0,4.027027027027027,0.0,0,0
50.0.txt,56,23,0.06719799068855671,0.3719090500694274,10.367088607594937,0.1221001221001221,4.195675491878023,0.003663003663003663,1,14
51.0.txt,59,19,-0.0068167470156106445,0.4530532598714418,11.493975903614459,0.10482180293501049,4.639519082619787,0.0031446540880503146,1,0
52.0.txt,18,0,0.14064516129032256,0.5144623655913979,13.727272727272727,0.0,5.490909090909091,0.0,0,0
53.0.txt,78,37,0.11932405165456016,0.5521045197740113,99.625,0.0,39.85,0.0,0,0
54.0.txt,22,0,0.13839285714285715,0.437579365079365,9.928571428571429,0.3597122302158274,4.1153134635149025,0.01079136690647482,2,0
55.0.txt,11,6,0.04313186813186813,0.3087606837606837,10.333333333333334,0.0,4.133333333333334,0.0,0,0
56.0.txt,3,3,-0.0759437321937322,0.38128561253561255,14.153846153846153,0.0,5.661538461538462,0.0,0,0
58.0.txt,23,62,-0.044868734514960935,0.3380150928735834,13.362068965517242,0.0,5.344827586206897,0.0,0,0
59.0.txt,15,9,0.10592751842751844,0.4358927108927108,12.53125,0.0,5.0125,0.0,0,1
60.0.txt,48,24,0.16552179189374316,0.502159087524941,10.619565217391305,0.0,4.247826086956522,0.0,0,0
61.0.txt,33,1,0.3019047619047619,0.6216809116809117,8.866666666666667,0.0,3.546666666666667,0.0,0,0
62.0.txt,5,1,0.07493734335839601,0.4119674185463659,13.647058823529411,0.43103448275862066,5.631237322515213,0.01293103448275862,1,0
63.0.txt,24,6,0.12922494172494176,0.4962339743589744,13.14,0.15220700152207,5.316882800608829,0.0076103500761035,1,0
64.0.txt,21,8,0.07154244306418221,0.3530952380952381,15.64,0.2557544757033248,6.358301790281331,0.0076726342710997444,1,0
65.0.txt,13,6,0.19551587301587303,0.5138095238095238,7.068965517241379,0.0,2.8275862068965516,0.0,0,0
66.0.txt,5,0,0.035178571428571434,0.25863095238095235,10.9,0.0,4.36,0.0,0,0
67.0.txt,17,24,0.052124384236453214,0.46106321839080444,8.018181818181818,0.45351473922902497,3.388678622964337,0.011337868480725623,2,2
68.0.txt,7,2,0.305,0.525,11.0,0.0,4.4,0.0,0,0
69.0.txt,43,14,0.06442158067158067,0.37756756756756754,10.53623188405797,0.1375515818431912,4.269513386360464,0.0041265474552957355,1,0
70.0.txt,9,14,0.02871621621621622,0.32694658944658944,9.67741935483871,0.0,3.870967741935484,0.0,0,1
71.0.txt,20,32,0.050256064690026955,0.44581311769991006,11.12,0.1798561151079137,4.519942446043165,0.008992805755395683,1,0
72.0.txt,24,38,0.06343750000000002,0.3626971726190476,13.14864864864865,0.0,5.25945945945946,0.0,0,0
73.0.txt,35,23,0.0926006571930485,0.5157146838668575,11.930555555555555,0.0,4.772222222222222,0.0,0,1
74.0.txt,26,20,-0.023134028892455843,0.36003879079721784,11.710144927536232,0.0,4.684057971014493,0.0,0,1
75.0.txt,20,2,0.20221861471861474,0.5022082084582086,6.611940298507463,0.0,2.6447761194029855,0.0,0,0
76.0.txt,36,5,0.24679487179487183,0.41410256410256413,10.655172413793103,0.0,4.2620689655172415,0.0,0,0
77.0.txt,20,6,0.277044577044577,0.4844536094536096,12.941176470588236,0.0,5.176470588235294,0.0,0,0
78.0.txt,35,10,0.06169612033536085,0.4758378119770522,13.544117647058824,0.21715526601520088,5.50450916522961,0.010857763300760043,2,1
79.0.txt,16,60,0.020138592750533053,0.6351504382847667,7.428571428571429,0.0,2.9714285714285715,0.0,0,1
